,Time,Temperature,Well,Data,Row,Column,Read,Plate,Clock Time,Reader,Name,[DNA] (nM),[PMix] (mg/mL),[Ribosome] (uM),[Magnesium acetate] (mM),[Creatine phosphate] (mM),[Potassium glutamate] (mM),[ATP] (mM),[GTP] (mM),[Amino Acids] (mM),[tRNA] (ug/uL),hepes mM,ppk uM,polyphosphate mM,ctp mM,utp mM,tcep mM,folinic_acid mM,spermidine mM,rnas_inh U/ml,[Magnesium acetate] (mM) conc_to_add,[Magnesium acetate] (mM) vol_to_pipette_ul,[Creatine phosphate] (mM) conc_to_add,[Creatine phosphate] (mM) vol_to_pipette_ul,[Potassium glutamate] (mM) conc_to_add,[Potassium glutamate] (mM) vol_to_pipette_ul,[ATP] (mM) conc_to_add,[ATP] (mM) vol_to_pipette_ul,[GTP] (mM) conc_to_add,[GTP] (mM) vol_to_pipette_ul,[Amino Acids] (mM) conc_to_add,[Amino Acids] (mM) vol_to_pipette_ul,[tRNA] (ug/uL) conc_to_add,[tRNA] (ug/uL) vol_to_pipette_ul,base_master_mix_vol_to_add_ul,total_titration_vol_to_add_ul,buffer_vol_to_add_ul,total_vol_check_ul,Type
1294,0 days 04:25:22,37.1,H12,172270,H,12,GFP-Gext,Plate 1,2026-03-19 16:27:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1295,0 days 04:30:22,37.0,H12,172439,H,12,GFP-Gext,Plate 1,2026-03-19 16:32:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1296,0 days 04:35:22,37.0,H12,173837,H,12,GFP-Gext,Plate 1,2026-03-19 16:37:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1297,0 days 04:40:22,37.0,H12,174111,H,12,GFP-Gext,Plate 1,2026-03-19 16:42:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1298,0 days 04:45:22,37.0,H12,175058,H,12,GFP-Gext,Plate 1,2026-03-19 16:47:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1299,0 days 04:50:22,37.0,H12,175847,H,12,GFP-Gext,Plate 1,2026-03-19 16:52:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1300,0 days 04:55:22,37.1,H12,175851,H,12,GFP-Gext,Plate 1,2026-03-19 16:57:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1301,0 days 05:00:22,37.1,H12,176246,H,12,GFP-Gext,Plate 1,2026-03-19 17:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1302,0 days 05:05:22,37.0,H12,177657,H,12,GFP-Gext,Plate 1,2026-03-19 17:07:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1303,0 days 05:10:22,37.0,H12,177264,H,12,GFP-Gext,Plate 1,2026-03-19 17:12:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1304,0 days 05:15:22,37.1,H12,178312,H,12,GFP-Gext,Plate 1,2026-03-19 17:17:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1305,0 days 05:20:22,37.0,H12,179088,H,12,GFP-Gext,Plate 1,2026-03-19 17:22:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1306,0 days 05:25:22,37.0,H12,178512,H,12,GFP-Gext,Plate 1,2026-03-19 17:27:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1307,0 days 05:30:22,37.0,H12,179988,H,12,GFP-Gext,Plate 1,2026-03-19 17:32:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1308,0 days 05:35:22,37.0,H12,179916,H,12,GFP-Gext,Plate 1,2026-03-19 17:37:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1309,0 days 05:40:22,37.0,H12,179250,H,12,GFP-Gext,Plate 1,2026-03-19 17:42:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1310,0 days 05:45:22,37.0,H12,179949,H,12,GFP-Gext,Plate 1,2026-03-19 17:47:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1311,0 days 05:50:22,37.0,H12,180628,H,12,GFP-Gext,Plate 1,2026-03-19 17:52:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1312,0 days 05:55:22,37.0,H12,180391,H,12,GFP-Gext,Plate 1,2026-03-19 17:57:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1313,0 days 06:00:22,37.0,H12,180945,H,12,GFP-Gext,Plate 1,2026-03-19 18:02:56,Cytation5,14,5.0,1.8,1.8,25.0,60.0,180.0,2.7,2.6,0.399,1.995,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,25.0,0.1,60.0,0.6,178.9,0.716,2.664,0.266,2.557,0.256,0.4,1.231,1.978,0.565,5.407,3.734,0.859,10.0,Sample
1314,0 days 00:00:22,27.7,H13,428,H,13,GFP-Gext,Plate 1,2026-03-19 12:02:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1315,0 days 00:05:22,33.8,H13,431,H,13,GFP-Gext,Plate 1,2026-03-19 12:07:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1316,0 days 00:10:22,37.0,H13,479,H,13,GFP-Gext,Plate 1,2026-03-19 12:12:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1317,0 days 00:15:22,37.0,H13,1219,H,13,GFP-Gext,Plate 1,2026-03-19 12:17:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1318,0 days 00:20:22,37.0,H13,4199,H,13,GFP-Gext,Plate 1,2026-03-19 12:22:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1319,0 days 00:25:22,37.1,H13,10734,H,13,GFP-Gext,Plate 1,2026-03-19 12:27:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1320,0 days 00:30:22,37.0,H13,21032,H,13,GFP-Gext,Plate 1,2026-03-19 12:32:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1321,0 days 00:35:22,37.0,H13,33865,H,13,GFP-Gext,Plate 1,2026-03-19 12:37:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1322,0 days 00:40:22,37.0,H13,48590,H,13,GFP-Gext,Plate 1,2026-03-19 12:42:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1323,0 days 00:45:22,36.9,H13,65225,H,13,GFP-Gext,Plate 1,2026-03-19 12:47:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1324,0 days 00:50:22,37.0,H13,82580,H,13,GFP-Gext,Plate 1,2026-03-19 12:52:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1325,0 days 00:55:22,37.0,H13,99269,H,13,GFP-Gext,Plate 1,2026-03-19 12:57:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1326,0 days 01:00:22,37.0,H13,116401,H,13,GFP-Gext,Plate 1,2026-03-19 13:02:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1327,0 days 01:05:22,37.0,H13,132068,H,13,GFP-Gext,Plate 1,2026-03-19 13:07:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1328,0 days 01:10:22,37.0,H13,148217,H,13,GFP-Gext,Plate 1,2026-03-19 13:12:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1329,0 days 01:15:22,37.0,H13,163219,H,13,GFP-Gext,Plate 1,2026-03-19 13:17:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1330,0 days 01:20:22,37.0,H13,178778,H,13,GFP-Gext,Plate 1,2026-03-19 13:22:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1331,0 days 01:25:22,37.1,H13,192474,H,13,GFP-Gext,Plate 1,2026-03-19 13:27:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1332,0 days 01:30:22,37.1,H13,206431,H,13,GFP-Gext,Plate 1,2026-03-19 13:32:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1333,0 days 01:35:22,37.0,H13,217653,H,13,GFP-Gext,Plate 1,2026-03-19 13:37:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1334,0 days 01:40:22,37.0,H13,229727,H,13,GFP-Gext,Plate 1,2026-03-19 13:42:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1335,0 days 01:45:22,37.0,H13,239753,H,13,GFP-Gext,Plate 1,2026-03-19 13:47:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1336,0 days 01:50:22,36.9,H13,249610,H,13,GFP-Gext,Plate 1,2026-03-19 13:52:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1337,0 days 01:55:22,37.0,H13,259410,H,13,GFP-Gext,Plate 1,2026-03-19 13:57:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1338,0 days 02:00:22,37.0,H13,268522,H,13,GFP-Gext,Plate 1,2026-03-19 14:02:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1339,0 days 02:05:22,37.0,H13,274652,H,13,GFP-Gext,Plate 1,2026-03-19 14:07:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1340,0 days 02:10:22,37.0,H13,282417,H,13,GFP-Gext,Plate 1,2026-03-19 14:12:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1341,0 days 02:15:22,37.0,H13,288250,H,13,GFP-Gext,Plate 1,2026-03-19 14:17:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1342,0 days 02:20:22,37.0,H13,295503,H,13,GFP-Gext,Plate 1,2026-03-19 14:22:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1343,0 days 02:25:22,37.0,H13,301639,H,13,GFP-Gext,Plate 1,2026-03-19 14:27:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1344,0 days 02:30:22,37.1,H13,305703,H,13,GFP-Gext,Plate 1,2026-03-19 14:32:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1345,0 days 02:35:22,37.0,H13,311414,H,13,GFP-Gext,Plate 1,2026-03-19 14:37:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1346,0 days 02:40:22,37.0,H13,316475,H,13,GFP-Gext,Plate 1,2026-03-19 14:42:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1347,0 days 02:45:22,37.1,H13,319499,H,13,GFP-Gext,Plate 1,2026-03-19 14:47:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1348,0 days 02:50:22,37.0,H13,323815,H,13,GFP-Gext,Plate 1,2026-03-19 14:52:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1349,0 days 02:55:22,37.0,H13,326584,H,13,GFP-Gext,Plate 1,2026-03-19 14:57:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1350,0 days 03:00:22,37.0,H13,330457,H,13,GFP-Gext,Plate 1,2026-03-19 15:02:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1351,0 days 03:05:22,37.0,H13,334390,H,13,GFP-Gext,Plate 1,2026-03-19 15:07:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1352,0 days 03:10:22,37.0,H13,338029,H,13,GFP-Gext,Plate 1,2026-03-19 15:12:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1353,0 days 03:15:22,37.0,H13,338568,H,13,GFP-Gext,Plate 1,2026-03-19 15:17:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1354,0 days 03:20:22,37.0,H13,342805,H,13,GFP-Gext,Plate 1,2026-03-19 15:22:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
1355,0 days 03:25:22,37.1,H13,343306,H,13,GFP-Gext,Plate 1,2026-03-19 15:27:56,Cytation5,7,5.0,1.8,1.8,24.0,60.0,85.0,3.7,2.9,0.2765,2.24,50.0,0.0,0.0,1.0,1.0,1.0,0.02,2.0,2000.0,24.3,0.097,60.0,0.6,86.2,0.345,3.705,0.37,2.861,0.286,0.276,0.849,2.237,0.639,5.407,3.186,1.407,10.0,Sample
